"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q211208","","","إقليم باسكو","পাস্কু অঞ্চল","Pasco","Pasco Region","Departamento de Pasco","Région de Pasco","Πάσκο","पास्को प्रदेश","Pasco megye","Region Pasco","regione di Pasco","パスコ県","파스코 주","Pasco","Region Pasco","Pasco","Паско","Pasco","Pasco Bölgesi","Khu vực Pasco","帕斯科大区"
"Q188948","","338804","مقاطعة كالاراسي","কালারাসি কাউন্টি","Kreis Călărași","Călărași County","Călărași","Județ de Călărași","Καλαράσι","कालारसी काउंटी","Călărași megye","Provinsi Călărași","distretto di Călărași","カララシ県","컬러라시 주","District Călărași","Okręg Călărași","Călărași","Кэлэраши","Călărași","Călărași ili","Hạt Calarasi","克勒拉希縣"
"Q190718","","","المحافظة الوسطى، زامبيا","সেন্ট্রাল প্রদেশ","Zentralprovinz","Central Province","Provincia Central","Province Centrale","Κεντρική Επαρχία","केंद्रीय प्रांत","","Provinsi Central","provincia Centrale","中央州","중부 주","Central","Prowincja Centralna","Província Central","Центральная провинция","Central","Merkez Bölgesi","Tỉnh Miền Trung","中央省"
"Q191065","","762142","مقاطعة دولج","ডলি কাউন্টি","Kreis Dolj","Dolj County","Dolj","Județ de Dolj","Ντόλτζ","डॉल्ज काउंटी","Dolj megye","Provinsi Dolj","distretto di Dolj","ドルジュ県","돌지 주","District Dolj","Okręg Dolj","Dolj","Долж","Dolj","Dolj ili","Hạt Dolj","多爾日縣"
"Q230597","","2122021","إدارة بوليفار","বলিভার বিভাগ","Departamento de Bolívar","Bolívar Department","Bolívar","Bolívar","Διαμέρισμα Μπολίβαρ","बोलिवार विभाग","Bolívar megye","Departemen Bolívar","dipartimento di Bolívar","ボリーバル県","볼리바르 주","Bolívar","Bolívar","Bolívar","Боливар","Bolívar","Bolívar","Bolívar","玻利瓦尔省"
"Q222564","","592017","إيتابوا","ইটাপুয়া","Itapúa","Itapúa","Itapúa","Itapúa","Ιταπούα","इटापुआ","Itapúa megye","Departemen Itapúa","Itapúa","イタプア県","이타푸아 주","Itapúa","Itapúa","Itapúa","Итапуа","Itapúa","Itapua","Itapúa","伊塔普阿省"
"Q190406","","401021","مقاطعة غورج","গর্জ কাউন্টি","Kreis Gorj","Gorj County","Gorj","Județ de Gorj","Γκορτζ","गोर्ज काउंटी","Gorj megye","Provinsi Gorj","distretto di Gorj","ゴルジュ県","고르지 주","District Gorj","Okręg Gorj","Gorj","Горж","Gorj","Gorj ili","Hạt Gorj","戈爾日縣"
"Q215221","","","إقليم هانوكو","হোয়াঙ্কু অঞ্চল","Huánuco","Huanuco Region","Departamento de Huánuco","Région de Huánuco","Χουανούκο","हुआनुको क्षेत्र","Huánuco megye","Region Huánuco","regione di Huánuco","ワヌコ県","우아누코 주","Huánuco","Region Huánuco","Huánuco","Уануко","Huánuco","Huanuco Region","Khu vực Huánuco","瓦努科大区"
"Q211793","","","إقليم سان مارتين","সান মার্টিন অঞ্চল","Region San Martín","San Martín Region","Departamento de San Martín","Région de San Martín","Σαν Μάρτιν","सैन मार्टिन क्षेत्र","San Martín megye","Region San Martín","regione di San Martín","サン・マルティン県","산마르틴 주","San Martín","Region San Martín","San Martín","Сан-Мартин","San Martín","San Martín Bölgesi","San Martín","圣马丁大区"
"Q193044","","306145","مقاطعة إيالوميتا","ইয়ালোমিতা কাউন্টি","Kreis Ialomița","Ialomița County","Ialomița","Județ de Ialomița","Ιαλομίτα","इआलोमिटा काउंटी","Ialomița megye","Provinsi Ialomița","distretto di Ialomița","ヤロミツァ県","이알로미차 주","District Ialomița","Okręg Jałomica","Ialomița","Яломица","Ialomița","Ialomița ili","Hạt Ialomita","雅洛米察縣"
"Q191186","","2106264","كارابوبو","ক্যারাবোবো","Carabobo","Carabobo","Carabobo","État de Carabobo","Καραμπόμπο","कैरोबोबो","","Carabobo","Carabobo","カラボボ州","카라보보 주","Carabobo","Carabobo","Carabobo","Карабобо","Carabobo","Carabobo","Carabobo","卡拉沃沃州"
"Q240463","","1040230","محافظة سورات ثاني","সুরাট থানি","Surat Thani","Surat Thani","Provincia de Surat Thani","Surat Thani","Σούρατ Τανί","सुरत थानी प्रान्त","Szuratthani tartomány","Provinsi Surat Thani","provincia di Surat Thani","スラートターニー県","수랏타니 주","Changwat Surat Thani","Prowincja Surat Thani","Surat Thani","Сураттани","Surat Thani","Surat Thani","Surat Thani","素叻府"
"Q241884","","224730","محافظة ترات","ট্রাট","Trat","Trat","Trat","Trat","Τρατ","त्रात प्रान्त","","Provinsi Trat","provincia di Trat","トラート県","뜨랏 주","Changwat Trat","Prowincja Trat","Trat","Трат","Trat","Trat","Trat","桐艾府"
"Q273306","","261370","محافظة فانغ نغا","পাং নাগা","Phangnga","Phang Nga","Provincia de Phang Nga","Phang Nga","Πανγκ Νγκά","फंग अंगा प्रान्त","","Provinsi Phang Nga","provincia di Phang Nga","パンガー県","팡응아 주","Changwat Phang Nga","Prowincja Phang Nga","Phangnga","Пхангнга","Phang Nga","Phang Nga","Phang Nga","攀牙府"
"Q193055","","313352","مقاطعة جورجيو","গিউরগিউ কাউন্টি","Kreis Giurgiu","Giurgiu County","Giurgiu","Județ de Giurgiu","Γκιούρτζιου","जिर्गिउ काउंटी","Giurgiu megye","Provinsi Giurgiu","distretto di Giurgiu","ジュルジュ県","지우르지우 주","District Giurgiu","Okręg Giurgiu","Giurgiu","Джурджу","Giurgiu","Yergöğü ili","Hạt Giurgiu","久爾久縣"
"Q202068","","","تروخيو","ট্রুজিল্লো","Bundesstaat Trujillo","Trujillo","Trujillo","État de Trujillo","Τρουτζίλο","त्रुइओ","","Trujillo","Trujillo","トルヒージョ州","트루히요 주","Trujillo","Trujillo","Trujillo","Трухильо","Trujillo","Trujillo","Trujillo","特鲁希略州"
"Q279085","","221647","إدارة كانينديو","ক্যানিন্দেউ","Canindeyú","Canindeyú","Canindeyú","Canindeyú","Κανιντεγιού","कैनंडेउ","Canindeyú megye","Departemen Canindeyú","Canindeyú","カニンデジュ県","카닌데유 주","Canindeyú","Canindeyú","Canindeyú","Канендию","Canindeyú","Canindeyú","Canindeyú","卡寧德尤省"
"Q202071","","902847","فالكون","ফেলকন","Falcón","Falcón","Falcón","État de Falcón","Φαλκόν","फाल्कोन","","Falcón","Falcón","ファルコン州","팔콘 주","Falcón","Falcón","Falcón","Фалькон","Falcón","Falcon","Falcón","法尔孔州"
"Q204876","","426337","نويفا إسبارتا","নুয়েবা এস্পারতা","Nueva Esparta","Nueva Esparta","Nueva Esparta","État de Nueva Esparta","Νουέβα Εσπάρτα","न्युएवा एस्पार्टा","","Nueva Esparta","Nuova Sparta","ヌエバ・エスパルタ州","누에바에스파르타 주","Nueva Esparta","Nueva Esparta","Nueva Esparta","Нуэва-Эспарта","Nueva Esparta","Nueva Esparta","Nueva Esparta","新埃斯帕塔州"
"Q205796","","","لارا","লারা","Lara","Lara","Lara","État de Lara","Λάρα","लारा","","Lara","Lara","ララ州","라라 주","Lara","Lara","Lara","Лара","Lara","Lara","Lara","拉腊州"
"Q205460","","291234","كويديس","কুজেডেস","Cojedes","Cojedes","Cojedes","État de Cojedes","Κοτζέντες","कोएडेस","","Cojedes","Cojedes","コヘデス州","코헤데스 주","Cojedes","Cojedes","Cojedes","Кохедес","Cojedes","Cojedes","Cojedes","科赫德斯州"
"Q205776","","905443","موناغاس","মোনাগাস","Monagas","Monagas","Monagas","État de Monagas","Μονάγκας","मोनागास","","Monagas","Monagas","モナガス州","모나가스 주","Monagas","Monagas","Monagas","Монагас","Monagas","Monagas","Monagas","莫納加斯州"
"Q456556","","","إقليم ميدلاندس","মিডল্যান্ডস প্রদেশ","Provinz Midlands","Midlands Province","Midlands","Province des Midlands","Μίντλαντς","मिडलैंड्स प्रांत","","Provinsi Midlands","provincia delle Midland","ミッドランズ州","미들랜즈 주","Midlands","Midlands","Midlands","Мидлендс","Midlands","Midlands","Tỉnh Midlands","中部省"
"Q405926","","63136","بلدية إينارو","আইনারো পৌরসভা","Ainaro","Ainaro Municipality","Ainaro","Ainaro","Αϊνάρο","ऐनारो नगरपालिका","","Ainaro","distretto di Ainaro","アイナロ県","아이나루 현","Ainaro","Dystrykt Ainaro","Ainaro","Айнару","Ainaro","Ainora Belediyesi","Ainaro","阿伊納羅縣"
"Q386667","","","لوابولا","লুয়াপুলা প্রদেশ","Luapula","Luapula Province","Provincia de Luapula","Province de Luapula","Λουαπούλα","लुआपला प्रांत","","Provinsi Luapula","provincia di Luapula","ルアプラ州","루아풀라 주","Luapula","Prowincja Luapula","Luapula","Луапула","Luapula","Luapula Bölgesi","Tỉnh Luapula","卢阿普拉省"
"Q405100","","48837","بلدية ايلو","আইলিউ পৌরসভা","Gemeinde Aileu","Aileu municipality","Aileu","Aileu","Αϊλέου","एइलू नगरपालिका","","Aileu","distretto di Aileu","アイレウ県","아일레우 현","Aileu","Dystrykt Aileu","Aileu","Айлеу","Aileu","Aileu Belediyesi","Aileu","阿伊萊烏縣"
"Q305395","","","مقاطعة منزيني","মাঞ্জিনি জেলা","Manzini","Manzini District","Distrito de Manzini","Manzini","Μανζίνι","मैन्ज़ीनी प्रदेश","","Distrik Manzini","distretto di Manzini","マンジニ地方","만지니 구","Manzini","Dystrykt Manzini","Manzini","Манзини","Manzini","Manzini District","Quận Manzini","曼齊尼區"
"Q331196","","","إدارة مالدونادو","মালদোনাদো ডিপার্টমেন্ট","Departamento Maldonado","Maldonado Department","Departamento de Maldonado","Maldonado","Μαλντονάντο","माल्दोनाडो विभाग","Maldonado megye","Departemen Maldonado","dipartimento di Maldonado","マルドナド県","말도나도 주","Maldonado","Maldonado","Maldonado","Мальдонадо","Maldonado","Maldonado Departmanı","Maldonado","马尔多纳多省"
"Q456562","","747176","إقليم ماتابيليلاند الشمالية","মাতাবেলেল্যান্ড উত্তর প্রদেশ","Provinz Matabeleland North","Matabeleland North Province","Matabelelandia Septentrional","Matabeleland septentrional","Βόρεια Ματαμπελελάνδη","माटेबेलेलैंड उत्तरी प्रांत","","Matabeleland Utara","provincia del Matabeleland Settentrionale","北マタベレランド州","북마타벨랜드 주","Matabeleland North","Matabeleland Północny","Matabeleland Norte","Северный Матабелеленд","Matabeleland North","Kuzey Matabeleland","Tỉnh Matabeleland North","北馬塔貝萊蘭省"
"Q457189","","","إقليم ماشونالاند الغربية","ম্যাশনাল্যান্ড ওয়েস্ট প্রদেশ","Provinz Mashonaland West","Mashonaland West Province","Mashonalandia Occidental","Mashonaland occidental","Δυτική Μασοναλάνδη","मशोनालैंड पश्चिमी प्रांत","","Mashonaland Barat","provincia del Mashonaland Occidentale","西マショナランド州","서마쇼날랜드 주","Mashonaland West","Maszona Zachodnia","Mashonaland Oeste","Западный Машоналенд","Mashonaland West","Batı Mashonaland","Tỉnh Mashonaland West","西馬紹納蘭省"
"Q741009","","244071","إدارة كونسيبسيون","","Departamento Concepción","Concepción Department","Concepción","Concepción","","","Concepción megye","Departemen Concepción","Concepción","コンセプシオン県","콘셉시온 주","Concepción","Concepción","Concepción","Консепсьон","Concepción","","","康塞普西翁省"
"Q240014","","254884","","","Departamento Paraguarí","Paraguarí Department","Paraguarí","Paraguarí","","","Paraguarí megye","Departemen Paraguarí","Paraguarí","パラグアリー県","파라과리 주","Paraguarí","Paraguarí","Paraguarí","Парагуари","Paraguarí","","","巴拉瓜里省"
"Q847680","","","ضاحية بروكوبوندو","ব্রুকোপন্ডু জেলা","Brokopondo","Brokopondo District","Brokopondo","Brokopondo","Μπροκοπόντο","ब्रोकोपोंडो जिला","","Distrik Brokopondo","distretto di Brokopondo","ブロコポンド","브로코폰도 구","Brokopondo","Brokopondo","Brokopondo","Брокопондо","Brokopondo","Brokopondo District","Quận Brokopondo","布罗科蓬多区"
"Q856657","","","مقاطعة لوبومبو","লুবোম্বু জেলা","Lubombo","Lubombo District","Lubombo","Lubombo","Λουμπόμπο","लुबोम्बो जिला","","Distrik Lubombo","distretto di Lubombo","ルボンボ","루봄보 구","Lubombo","Dystrykt Lubombo","Lubombo","Лубомбо","Lubombo","Lubombo District","Quận Lubombo","卢邦博"
"Q856010","","504900","إقليم ويلينغتون","ওয়েলিংটন অঞ্চল","Wellington","Wellington Region","Región de Wellington","Wellington","Περιοχή του Γουέλινγκτον","वेलिंग्टन क्षेत्र","","Wilayah Wellington","Wellington","ウェリントン地方","웰링턴 지방","Wellington","Wellington","Wellington","Веллингтон","Wellington","Wellington Bölgesi","Khu vực Wellington","惠灵顿大区"
"Q460435","","","إدارة لافاليخا","লাভেলেজা বিভাগ","Departamento Lavalleja","Lavalleja Department","Departamento de Lavalleja","Lavalleja","Λαβαλέτζα","लावालिया विभाग","Lavalleja megye","Departemen Lavalleja","dipartimento di Lavalleja","ラバジェハ県","라바예하 주","Lavalleja","Lavalleja","Lavalleja","Лавальеха","Lavalleja","Lavalleja Departmanı","Lavalleja","拉瓦耶哈省"
"Q465847","","","إقليم مانيكالاند","মনিকাল্যান্ড প্রদেশ","Provinz Manicaland","Manicaland Province","Manicalandia","Manicaland","Μανικαλάνδη","मैनिकालैंड प्रांत","","Manicaland","provincia del Manicaland","マニカランド州","마니칼랜드 주","Manicaland","Manicaland","Manicaland","Маникаленд","Manicaland","Manicaland","Tỉnh Manicaland","馬尼卡蘭省"
"Q36608","","","محافظة تاي ننه","তায় নিহ্ন","Tây Ninh","Tay Ninh Province","Tây Ninh","Province de Tây Ninh","Τάι Νινχ","ताय निन्ह","","Provinsi Tay Ninh","provincia di Tay Ninh","タイニン省","떠이닌 성","Tây Ninh","Prowincja Tây Ninh","Tay Ninh","Тэйнинь","Tay Ninh","Tây Ninh","Tây Ninh","西寧省"
"Q36592","","2158300","مقاطعة آن جيانج","আন জাং","An Giang","An Giang","An Giang","Province d'An Giang","Αν Γκιάνγκ","एन गियांग","","Provinsi An Giang","provincia di An Giang","アンザン省","안장 성","An Giang","Prowincja An Giang","An Giang","Анзянг","An Giang","An Giang","An Giang","安江省"
"Q36615","","","مقاطعة ترا فنه","ত্রা ভিহ্ন","Trà Vinh","Trà Vinh","Trà Vinh","Province de Trà Vinh","Τρα Βινχ","ट्रा विन प्रांत","","Provinsi Tra Vinh","provincia di Tra Vinh","チャーヴィン省","짜빈 성","Trà Vinh","Prowincja Trà Vinh","Tra Vinh","Чавинь","Tra Vinh","Tra Vinh","Trà Vinh","茶榮省"
"Q36610","","","محافظة فو تاه","ফু থ","Phú Thọ","Phú Thọ","Phú Thọ","Province de Phú Thọ","Φου Θο","फू ठो","","Provinsi Phu Tho","provincia di Phu Tho","フート省","푸토 성","Phú Thọ","Prowincja Phú Thọ","Phu Tho","Футхо","Phu Tho","Phu Tho","Phú Thọ","富壽省"
"Q36658","","","مقاطعة باك ليو","বাক লিও","Bạc Liêu","Bac Lieu","Bạc Liêu","Province de Bạc Liêu","Μπακ Λιέου","बैक लिऊ","","Provinsi Bac Lieu","provincia di Bac Lieu","バクリエウ省","박리에우 성","Bạc Liêu","Prowincja Bạc Liêu","Bac Lieu","Бакльеу","Bac Lieu","Bac Lieu","Bạc Liêu","薄遼省"
"Q99","","39144818","كاليفورنيا","ক্যালিফোর্নিয়া","Kalifornien","California","California","Californie","Καλιφόρνια","कैलिफ़ोर्निया","Kalifornia","California","California","カリフォルニア州","캘리포니아주","Californië","Kalifornia","Califórnia","Калифорния","Kalifornien","Kaliforniya","California","加利福尼亚州"
"Q36676","","","محافظة دون تاب","দোং থাপ প্রদেশ","Đồng Tháp","Dong Thap Province","Đồng Tháp","Đồng Tháp","Ντονγκ Θαπ","दांग थाप प्रांत","","Provinsi Dong Thap","provincia di Dong Thap","ドンタップ省","동탑 성","Đồng Tháp","Prowincja Đồng Tháp","Dong Thap","Донгтхап","Dong Thap","Đồng Tháp","Tỉnh Đồng Tháp","同塔省"
"Q36672","","932000","محافظة بنه فوك","বিন পো","Bình Phước","Binh Phuoc","Bình Phước","Bình Phước","Μπινχ Φουόκ","बिन्ह फु'ओक प्रांत","","Provinsi Binh Phuoc","provincia di Binh Phuoc","ビンフオック省","빈프억 성","Bình Phước","Prowincja Bình Phước","Binh Phuoc","Биньфыок","Binh Phuoc","Bình Phước","Bình Phước","平福省"
"Q36685","","","مقاطعة ها جيانج","হা জিয়াং","Hà Giang","Ha Giang","Hà Giang","Province de Hà Giang","Χα Γκιάνγκ","हा जियांग","","Provinsi Ha Giang","provincia di Ha Giang","ハザン省","하장 성","Hà Giang","Prowincja Hà Giang","Ha Giang","Хазянг","Ha Giang","Ha Giang","Hà Giang","河江省"
"Q36681","","","مقاطعة ثاي بنه","তাই বিন","Thái Bình","Thái Bình","Thái Bình","Province de Thái Bình","Τάι Μπινχ","थाई बिन प्रांत","","Provinsi Thai Binh","provincia di Thai Binh","タイビン省","타이빈 성","Thái Bình","Prowincja Thái Bình","Thai Binh","Тхайбинь","Thai Binh","Tha","Thái Bình","太平省"
"Q59153","","","منطقة لارنكا","লার্নাকা জেলা","Bezirk Larnaka","Larnaca District","Lárnaca","district de Larnaca","Επαρχία Λάρνακας","लार्नाका जिला","","Distrik Larnaca","distretto di Larnaca","ラルナカ地区","라르나카 구","Larnaca","Dystrykt Larnaka","Larnaca","Ларнака","Eparchía Lárnakas","Larnaka kazası","Quận Larnaca","拉纳卡区"
"Q81972","","784736","مقاطعة قرطبة","কর্ডোবা প্রদেশ","Córdoba","Córdoba Province","Provincia de Córdoba","Cordoue","Κόρδοβα","कोर्डोबा प्रांत","Córdoba","Provinsi Córdoba","Provincia di Cordova","コルドバ県","코르도바 주","Córdoba","Kordoba","Córdova","Кордова","Córdoba","Córdoba ili","Córdoba","科爾多瓦省"
"Q36903","","","محافظة ننه توان","নিহ্ন থুয়ান","Ninh Thuận","Ninh Thuận","Ninh Thuận","Province de Ninh Thuận","Νινχ Θουάν","निन्ह थुआन","","Provinsi Ninh Thuan","provincia di Ninh Thuan","ニントゥアン省","닌투언 성","Ninh Thuận","Prowincja Ninh Thuận","Ninh Thuan","Ниньтхуан","Ninh Thuan","Ninh Thuận","Ninh Thuận","寧順省"
"Q36955","","440800","محافظة دين بين","দিয়েন বিয়েন","Điện Biên","Điện Biên","Điện Biên","Province de Điện Biên","Ντιέν Μπιέν","दिएन बिएन प्रांत","","Provinsi Dien Bien","provincia di Dien Bien","ディエンビエン省","디엔비엔 성","Điện Biên","Prowincja Điện Biên","Dien Bien","Дьенбьен","Dien Bien","Dien Bien","Điện Biên","奠邊省"
"Q613","","2698600","إمارة دبي","দুবাই আমিরাত","Dubai","Dubai","Dubái","Dubaï","Εμιράτο του Ντουμπάι","","Dubaj","","Emirato di Dubai","ドバイ首長国","두바이","Dubai","Dubaj","","Дубай","Emiratet Dubai","Dubai Emirliği","Dubai","迪拜酋长国"
"Q36693","","","محافظة بنه دنه","বিহ্ন দিহ্ন","Bình Định","Binh Dinh","Bình Định","Province de Bình Định","Μπινχ Ντινχ","बिन्ह दिन्ह","","Provinsi Binh Dinh","provincia di Binh Dinh","ビンディン省","빈딘 성","Bình Định","Prowincja Bình Định","Binh Dinh","Биньдинь","Binh Dinh","Binh Dinh","Bình Định","平定省"
"Q122723","","8831642","أوساكا","ওসাকা প্রশাসনিক অঞ্চল","Präfektur Osaka","Ōsaka Prefecture","Prefectura de Osaka","Préfecture d'Osaka","Οσάκα","ओसाका प्रीफेक्चर","Oszaka prefektúra","Prefektur Osaka","prefettura di Osaka","大阪府","오사카 부","Osaka","Prefektura Osaka","Osaka","Осака","Osaka prefektur","Osaka ili","Ōsaka","大阪府"
"Q54932","","502578","ثيوداد ريال","কিউদাদ","Provinz Ciudad Real","Ciudad Real Province","Provincia de Ciudad Real","province de Ciudad Real","Θιουδάδ Ρεάλ","सिदाद रियल प्रांत","Ciudad Real","Provinsi Ciudad Real","provincia di Ciudad Real","シウダ・レアル県","시우다드레알 주","Ciudad Real","Ciudad Real","Cidade Real","Сьюдад-Реаль","Ciudad Real","Ciudad Real ili","Ciudad Real","雷阿爾城省"
"Q188810","","895252","إمارة الشارقة","শারজাহ আমিরাত","Schardscha","Sharjah Emirate","Sharjah","Charjah","Σαρτζάχ Εμιράτε οφ Σαρτζάχ","शारजाह","","Sharjah","Sharja","シャールジャ","샤르자","Sharjah","Szardża","Sharjah","Шарджа","Emiratet Sharjah","Sharjah Emirliği","Sharjah","夏尔迦"
"Q140631","","1840257","تاينان","তাইনান","Tainan","Tainan","Tainan","Tainan","Ταϊνάν","ताइनान","Tajnan","Kota Tainan","Tainan","台南市","타이난 시","Tainan","Tainan","Tainan","Тайнань","Tainan","Tainan","Đài Nam","臺南市"
"Q782","","1404054","هاواي","হাওয়াই","Hawaii","Hawaii","Hawái","Hawaï","Χαβάη","हवाई","Hawaii","Hawaii","Hawaii","ハワイ州","하와이주","Hawaï","Hawaje","Havaí","Гавайи","Hawaii","Hawaii","Hawaii","夏威夷州"
"Q724","","1328361","مين","মেইন","Maine","Maine","Maine","Maine","Μέιν","मेन","Maine","Maine","Maine","メイン州","메인 주","Maine","Maine","Maine","Мэн","Maine","Maine","Maine","缅因州"
"Q166977","","","مقاطعة شياي","চিয়ায়ি কাউন্টি","Landkreis Chiayi","Chiayi County","Condado del Chiayai","comté de Chiayi","Κομητεία Τσιαγί","चायेई काउंटी","","Kabupaten Chiayi","contea di Chiayi","嘉義県","자이 현","Chiayi","Jiayi","Condado de Chiayi","Цзяи","Chiayi","Chiayi Country","Gia Nghĩa","嘉義縣"
"Q165413","","73127","بايكونور","বাইকুনোর","Baikonur","Baikonur","Baikonur","Baïkonour","Μπαϊκονούρ","बायकोनूर","Bajkonur","Baykonur","Bayqoñyr","バイコヌール","바이코누르","Bajkonoer","Bajkonur","Baikonur","Байконур","Bajkonur","Baykonur","Baikonur","拜科努爾"
"Q170453","","","ولاية آمازون","আমাজনাস","Amazonas","Amazonas","Amazonas","État d'Amazonas","Αμαζόνας","अमेज़ोनस","Amazonas","Amazonas","Amazonas","アマソナス州","아마소나스 주","Amazonas","Amazonas","Amazonas","Амасонас","Amazonas","Amazonas","Amazonas","亞馬遜州"
"Q198525","","","بسكادورز","","Landkreis Penghu","Penghu County","","comté de Penghu","","","","Kabupaten Penghu","contea di Penghu","澎湖県","펑후 현","","","Penghu","Пэнху","","","","澎湖縣"
"Q190687","","1629433","ولاية أراغوا","আরাগুয়া","Aragua","Aragua","Aragua","État d'Aragua","Αράγουα","एरागुआ","","Aragua","Aragua","アラグア州","아라과 주","Aragua","Aragua","Aragua","Арагуа","Aragua","Aragua","Aragua","阿拉瓜州"
"Q1858","","7785000","هانوي","হ্যানয়","Hanoi","Hanoi","Hanói","Hanoï","Ανόι","हनोई","Hanoi","Hanoi","Hanoi","ハノイ","하노이","Hanoi","Hanoi","Hanói","Ханой","Hanoi","Hanoi","Hà Nội","河內市"
"Q275755","","2687674","محافظة الحديدة","আল হুদায়দাহ গভর্নোরেট","Gouvernement al-Hudaida","Al Hudaydah Governorate","Gobernación de Al Hudayda","Gouvernorat d'Al Hudaydah","Αλ Χουντάγντια","अल-हुदैदाह प्रान्त","Hudajda kormányzóság","Kegubernuran Al-Hudaydah","governatorato di al-Hudayda","フダイダ県","호데이다 주","Al Hudaydah","Al-Hudajda","Al Hudaydah","Ходейда","Al-Hudaydah","El Hudeyde ili","Tỉnh Al Hudaydah","荷台达省"
"Q275720","","967634","محافظة عمران","আমরান গভর্নোরেট","Gouvernement ʿAmrān","'Amran Governorate","Gobernación de 'Amran","Gouvernorat d'Amran","Αμράν Γκοβερνοράτε","अमरान प्रान्त","Amrán kormányzóság","Kegubernuran 'Amran","governatorato di 'Amran","アムラーン県","암란 주","'Amran","Amran","'Amran","Амран","Amran","Amran ili","'Amrān","阿姆蘭省"
"Q1861","","5696409","بانكوك","ব্যাংকক","Bangkok","Bangkok","Bangkok","Bangkok","Μπανγκόκ","बैंकॉक","Bangkok","Bangkok","Bangkok","バンコク","방콕","Bangkok","Bangkok","Banguecoque","Бангкок","Bangkok","Bangkok","Bangkok","曼谷"
"Q275758","","539553","محافظة تاك","টাক","Tak","Tak","Provincia de Tak","Tak","Τακ","ताक प्रान्त","","Provinsi Tak","provincia di Tak","ターク県","딱 주","Changwat Tak","Prowincja Tak","Tak","Так","Tak","Tak","Tak","來興府"
"Q276565","","674971","ولاية سوسة","সুস্যি গভর্নোরেট","Gouvernorat Sousse","Sousse Governorate","Gobernación de Susa","gouvernorat de Sousse","Σούσα","सूसे गवर्नरेट","","Kegubernuran Sousse","governatorato di Susa","スース県","수스 주","Sousse","Gubernatorstwo Susa","Sousse","Сус","Sousse","Susa ili","Tỉnh Sousse","蘇塞省"
"Q276574","","570559","ولاية القيروان","","Gouvernorat Kairouan","Kairouan Governorate","Gobernación de Kairuán","gouvernorat de Kairouan","Καϊρουάν","","","Kegubernuran Kairouan","governatorato di Kairouan","ケルアン県","카이르완 주","Kairouan","Gubernatorstwo Kairuan","Kairouan","Кайруан","","Kayravan","","凱魯萬省"
"Q309489","","","النيل الأزرق","ব্লু নীল","An-Nil al-azraq","Blue Nile","Nilo Azul","Nil Bleu","Μπλε Νείλος","ब्लू नाइल","","Nil Biru","Nilo Azzurro","青ナイル州","청나일 주","An-Nil-al-Azraq","Nil Błękitny","Nilo Azul","Голубой Нил","An-Nil al-Azraq","Mavi Nil Eyaleti","Nin Xanh","青尼罗省"
"Q3334","","174553","كورسيكا العليا","হোতে-কোর্স","Département Haute-Corse","Haute-Corse","Alta Córcega","Haute-Corse","Άνω Κορσική","ओट-कोरसे","Haute-Corse","Haute-Corse","Alta Corsica","オート＝コルス県","오트코르스 주","Haute-Corse","Górna Korsyka","Alta Córsega","Верхняя Корсика","Haute-Corse","Haute-Corse","Haute-Corse","上科西嘉"
"Q310120","","","البحر الأحمر","লোহিত সাগর","Al-Bahr al-ahmar","Red Sea","Mar Rojo","Mer Rouge","Ερυθρά Θάλασσα","लाल सागर","","Laut Merah","Mar Rosso","紅海州","홍해 주","Al-Bahr-al-Ahmar","Prowincja Morza Czerwonego","Mar Vermelho","Красное море","Al-Bahr al-Ahmar","Kızıl Deniz Eyaleti","Biển Đỏ","紅海省"
"Q318102","","548828","ولاية المنستير","মোনাস্তির গভর্নোরেট","Gouvernorat Monastir","Monastir Governorate","Gobernación de Monastir","gouvernorat de Monastir","Μοναστίρ","मोनास्टीर","","Kegubernuran Monastir","governatorato di Monastir","モナスティル県","모나스티르 주","Monastir","Gubernatorstwo Monastyr","Monastir","Монастир","Monastir","Munastır","Tỉnh Monastir","莫納斯提爾省"
"Q3946","","580140","منطقة كانتابريا","কান্তাব্রিয়া","Autonome Gemeinschaft Kantabrien","Cantabria","Cantabria","Cantabrie","Κανταβρία","कंटैब्रिया","Kantábria","Cantabria","Cantabria","カンタブリア州","칸타브리아 지방","Cantabrië","Kantabria","Cantábria","Кантабрия","Kantabrien","Kantabria","Cantabria","坎塔布里亚"
"Q321324","","479314","محافظة براشينبوري","প্রচীন বুরি","Prachinburi","Prachin Buri","Provincia de Prachinburi","Prachin Buri","Πρατσίνμπουρι","प्राचीनबुरी प्रान्त","","Prachin Buri","provincia di Prachinburi","プラーチーンブリー県","쁘라찐부리 주","Changwat Prachinburi","Prowincja Prachinburi","Prachin Buri","Прачинбури","Prachin Buri","Prachinburi","Prachinburi","巴真府"
"Q327510","","1579248","محافظة بوريرام","বুরি রাম","Buriram","Buri Ram","Provincia de Buri Ram","Buri Ram","Μπούρι Ραμ","बुरीरम प्रान्त","","Provinsi Buriram","provincia di Buri Ram","ブリーラム県","부리람 주","Changwat Buriram","Prowincja Buri Ram","Buri Ram","Бурирам","Buri Ram","Buriram","Buri Ram","武里喃府"
